"id","delete_no","ship_num","block_name","start_point","central_point","end_point","wagon_num","receiving_scheduled","delivery_scheduled","work_date","create_at","update_at","ship_num_change_flag","block_name_change_flag","start_point_change_flag","central_point_change_flag","end_point_change_flag","comment1_change_flag","ship_flag","receiving_flag","departure_flag","delete_flag","comment1","comment2"
3449,"21","5509","ＶＳＵ７Ｓ","２８８","","","4",6:30:00,7:15:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,True,"",""
3450,"58","5509","ＣＳ３２","９２７(回し","","","3",11:00:00,11:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"F-本館,ﾒｲｼ",""
3451,"54","5302","５－２５７ＰＳ","Ｐ４","","Ｐ８","3",11:30:00,12:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3452,"44","5302","Ｇ９－２０Ｓ","５５２","","Ｐ２","1",6:30:00,7:15:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3453,"61","5302","Ｈ鋼","８２５片","","","2",18:00:00,18:45:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 16:09:55.249,False,False,False,False,False,False,True,True,True,False,"",""
3454,"26","5302","Ｇ６－３ＣＳ","５１２","","８２５(F山)","3",10:30:00,11:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"","※傾き"
3455,"24","5302","Ｇ８－１０","MﾖｺS","","８２５","2",8:15:00,9:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,True,"",""
3456,"46","5302","３Ｇ－２５７Ｓ","Ｐ１０","","４２１奥","5",8:45:00,9:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,True,True,True,True,True,True,False,False,False,False,"▲中止",""
3457,"55","5302","８Ｇ－４","３１８前","","Ｐ４","5",11:15:00,12:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3458,"59","5302","Ｇ３－２３０Ｓ","５５０通","","９２７海","2",16:30:00,17:15:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 15:52:14.288,False,False,False,False,False,False,True,True,True,False,"(TOPﾒｲｼ)",""
3459,"62","5302","Ｈ鋼","８２５片","","","4",17:15:00,18:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,True,"",""
3460,"53","5302","２Ｇ－２Ｐ","Ｐ８","","Lﾖｺ","5",10:45:00,11:15:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3461,"51","5302","６Ｌ－１８Ｓ","Ｐ7","","Ｋ海③","3",7:30:00,8:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3462,"60","5302","Ｇ３－２３０Ｐ","３１８㊥","","９２７海","2",17:15:00,18:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 16:44:00.894,False,False,False,False,False,False,True,True,True,False,"(TOPﾒｲｼ)",""
3463,"7","5510","GSL32S","ﾔｰﾄﾞ","","512番地","6",12:00:00,12:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,True,"ﾃｰﾌﾟ指示あり。",""
3464,"50","5302","６Ｌ－１８Ｐ","Ｐ７","","Ｋ海③","3",7:00:00,7:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3465,"3","5299","G9-8S","L","","５３４前","5",14:00:00,14:45:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"(24.7-13.7)",""
3466,"31","5299","6-3BLBS","南岸","Ｓ４","南岸","5",17:00:00,18:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"(定盤)",""
3467,"64","5299","コルゲート定盤","工ﾖｺ山","","４山","1",10:45:00,11:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,True,True,True,True,True,True,False,False,False,False,"▲中止",""
3468,"66","5299","5-122S","E2","","Ｍﾖｺ山","2",11:30:00,12:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"(15.2-7.8)",""
3469,"29","5299","ＡＰ－４ＳＨＳ","Ｋ２","","２０７前","3",14:30:00,15:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 14:43:43.162,False,False,False,False,False,False,True,True,True,False,"(16.9-6.5)",""
3470,"5","5299","5-122P","２０７前","","K2","3",9:45:00,10:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3471,"63","5299","６Ｕ－４ＰＳ","２０２","","８２５","1",10:15:00,10:45:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"(長ﾛﾝｼﾞﾒｲｼ)",""
3472,"68","5299","ＧＴ６Ｃ","九東","","Ｐ７","1",7:15:00,8:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3473,"1","5299","G2-8P","L","","２０５前","3",17:30:00,18:15:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 16:30:34.432,False,False,False,False,False,False,False,True,True,False,"(24.8-8.4)","入10/26"
3474,"33","5299","2-6SHS(ﾋﾞﾙｼﾞ)","S4","","Ｋ海②","1",11:30:00,12:30:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"(23.2m)H×3",""
3475,"43","5299","１－６ＴＰ","５５２前","","","4",6:30:00,7:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,True,"",""
3476,"67","5299","ESTR","E2","","Ｋ海②","2",14:00:00,15:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 14:19:54.427,False,False,False,False,False,False,True,True,True,False,"(10-7.9)H×２",""
3477,"40","5299","Ｇ６－１ＢＨＳ","MﾖｺS山","","","4",6:45:00,7:15:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,True,"",""
3478,"42","5299","Ｇ６－１ＢＨＳ","Ｐ２","","九東","3",6:30:00,7:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"",""
3479,"4","5299","1TD-1","ｵｰﾅﾐ岸壁","","５０８","5",15:30:00,17:00:00,2023/10/10,2023/10/10 9:55:28.139,2023/10/10 12:32:49.904,False,False,False,False,False,False,False,False,False,False,"(12.7-14.9)","ﾃｰﾌﾟあり"
3480,"7","5299","DB-3C（ＴＯＰ）","南岸","Ｋ２","南岸","3",11:30:00,12:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"","(定盤)"
3481,"8","5302","8-16 UST","南岸","Ｅ２","南岸","3",13:30:00,14:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"(18.6m)","(定盤)"
3482,"10","5510","2C41 3G","ﾔｰﾄﾞ","","S2","6",16:00:00,16:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,True,"",""
3483,"9","5510","ＧＵＳ３１ＴＰ（Ｓ）","５１４","Ｓ２","２０６(本館)","2",8:00:00,9:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3484,"6","5299","2-6S SL","九重","","K2","3",17:30:00,18:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 16:59:18.623,False,False,False,False,False,False,True,True,True,False,"",""
3485,"5","5510","GU41TFS","２１１","Ｋ２","２１１","3",15:30:00,16:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 15:01:03.070,False,False,False,False,False,False,True,True,True,False,"(PS相積)",""
3486,"2","5510","GS3S","L","","５４２前","1",17:15:00,18:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 17:11:06.913,False,False,False,False,False,False,True,True,True,False,"(15.7-12.4)",""
3487,"12","5510","ひな壇架台","ﾔｰﾄﾞ","","J棟","5",15:00:00,15:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,True,"R1台",""
3488,"11","5510","5D4-SUS","２０６(本館)","","J棟","3",8:00:00,9:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3489,"4","5299","6-1BLBS","Ｓ４","","514番地","1",15:00:00,16:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 16:05:01.301,False,False,False,False,False,False,True,True,True,False,"(13.9-7.9)","(ﾃｰﾌﾟ有り)"
3490,"3","5299","1-4TP","M","","工ﾖｺ海","1",16:00:00,16:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 15:26:25.361,False,False,False,False,False,False,True,True,True,False,"(22.5-14.1)","入10/25"
3491,"1","5299","G9-10P","L","","３２２奥","5",14:45:00,15:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 15:28:21.593,False,False,False,False,False,False,True,True,True,False,"(25-13.7)","(山寄せ"
3492,"13","None","nan","","","","1",12:30:00,13:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,True,"",""
3493,"14","None","nan","","","","2",12:30:00,13:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,True,"",""
3494,"15","None","nan","","","","3",12:30:00,13:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,True,"",""
3495,"16","None","nan","","","","4",12:30:00,13:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,True,"",""
3496,"17","None","nan","","","","5",12:30:00,13:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,True,"",""
3497,"18","5509","ＶＳＭ３２Ｓ","３２４奥","","９２７通海","1",7:15:00,8:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3498,"19","5509","ＶＳＭ３２Ｐ","３２４前","","９２７通山","1",6:30:00,7:15:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3499,"20","5509","Ｈ鋼","９２７片付け","","","2",16:00:00,17:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 15:24:11.481,False,False,False,False,False,False,True,True,True,False,"",""
3500,"21","5302","ＧＦＰ－５Ｓ","ＣＲ２","","４２１","3",9:30:00,10:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"ｽ×2",""
3501,"22","5302","ＧＦＰ－５Ｐ","ＣＲ２","","４山","2",11:00:00,12:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"ｽ×2",""
3502,"23","5299","２－１０ＨＰ","ＣＲ２","","Ｋ","5",13:30:00,14:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 14:55:21.638,False,False,False,False,False,False,True,True,True,False,"",""
3503,"24","5299","２－１０ＨＰ","工ﾖｺ山","","８２５","5",10:15:00,11:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3504,"25","5299","Ｈ鋼","８２５片付け","","","1",16:45:00,17:15:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 16:16:11.461,False,False,False,False,False,False,True,True,True,False,"",""
3505,"26","5299","９－１２ＨＰ","工ﾖｺ海","","Ｋ","1",8:45:00,9:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3506,"27","5510","ひな段定盤（Ｒ）","Ｋ２","","J棟","1",11:00:00,12:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3507,"28","5299","ＡＰ－４ＳＨＰ","Ｋ２","","３１０前","3",14:30:00,15:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 14:22:09.058,False,False,False,False,False,False,True,True,True,False,"(16.9-6.5)",""
3508,"29","5510","Ｇ５Ｄ５Ｐ","Ｋ２","","３１２前","3",16:30:00,17:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 16:01:34.047,False,False,False,False,False,False,True,True,True,False,"(14.6-9.6)",""
3509,"30","5299","Ｇ２－６Ｐ","Ｋ","","322前","2",17:00:00,18:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 18:19:38.285,False,False,False,False,True,False,True,True,True,False,"(23.2-11.5)","入10/17"
3510,"31","5299","５－１２２Ｓ（ＢＨ）","Ｍﾖｺ山","","３２０前","2",15:15:00,16:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3511,"32","5299","Ｇ９－４Ｐ","Ｍﾖｺ山","","８２５","5",17:00:00,17:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 16:03:01.161,False,False,False,False,False,False,True,True,True,False,"","(ﾗｯﾊﾟ本館"
3512,"33","5299","Ｇ９－４Ｓ","Ｍﾖｺ山","","８２５","5",17:45:00,18:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 16:58:38.059,False,False,False,False,False,False,True,True,True,False,"","(ﾗｯﾊﾟ本館"
3513,"34","5299","２－６ＨＳ","工ﾖｺ海","","８４３","5",15:30:00,16:15:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3514,"35","5299","９－１２ＨＳ","５５６前","","工ﾖｺ山","5",16:15:00,17:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 16:30:26.482,False,False,False,False,False,False,True,True,True,False,"",""
3515,"36","5299","ｺﾙｹﾞｰﾄ定盤（Ｐ）","工ﾖｺ山","出","工ﾖｺ山","2",10:00:00,11:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3516,"37","5299","2-4UPS（ＰＬ）","Ｆ棟","","Ｋ前","2",14:15:00,15:15:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 14:25:33.490,False,False,False,False,False,False,True,True,True,False,"(10m×2枚)H×2","(ﾜｸH鋼208有り"
3517,"38","5299","１－６ＴＳ","２０９","","３１８㊥","3",6:30:00,7:15:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,False,"",""
3518,"39","5302","２Ｇ－１８Ｓ","１１０","","５５２奥","3",7:15:00,8:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,False,"",""
3519,"40","5302","１Ｇ－２０Ｓ","Ｐ１０","","２０９","5",8:00:00,8:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3520,"41","5302","１Ｇ－２０Ｐ","Ｐ５","","１１０","1",8:00:00,8:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3521,"42","5302","Ｇ３－２５７Ｓ","Ｐ１０","","324","5",8:45:00,9:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,True,False,True,True,True,False,"",""
3522,"43","5302","Ｇ９－２０Ｐ","Ｐ３","","Ｐ５","5",9:30:00,10:15:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3523,"44","5299","５－９５Ｐ","３２０前","","Ｐ３","1",9:45:00,10:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3524,"45","5299","５－９５Ｓ","３０８","","Ｐ３","1",10:30:00,11:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3525,"46","5302","８Ｇ－４","Ｐ４","","Ｐ８","5",11:00:00,11:45:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"","(5-257PS前"
3526,"47","5302","Ｇ９－２０Ｓ","Ｐ２","","Ｐ１０","3",10:45:00,11:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3527,"48","5510","ＧＢ８Ｃ","８２５","","Ｐ４","1",12:00:00,12:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3528,"49","5302","８Ｇ－６","３１０前","","Ｐ２","5",11:45:00,12:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3529,"50","5302","３Ｌ－１４９ＰＳ","２３０","","Ｐ７","1",14:00:00,15:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,True,True,True,True,True,True,False,False,False,False,"▲中止",""
3530,"51","5509","ＧＴ６Ｃ","Ｐ７","","Ｐ９","1",13:30:00,14:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,True,True,True,True,True,True,False,False,False,False,"▲中止",""
3531,"52","5302","１Ｇ－１８Ｐ","Ｐ９","","３１２㊥","2",13:30:00,14:15:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3532,"53","5302","１ＴＡ－２ＰＳ","九重","","K前","1",18:00:00,18:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,True,False,True,True,True,False,"",""
3533,"54","5299","DB-3C（ＰＬ）","Ｋ前","","K2","2",9:00:00,10:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,True,True,True,False,"",""
3534,"55","5509","ＧＳＵ５ＰＳ","Ｊﾖｺ㊥","","９２７通海","2",18:00:00,19:00:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 17:11:58.861,False,False,False,False,False,False,True,True,True,False,"",""
3535,"56","5302","架台片付け","","","","3",9:00:00,9:30:00,2023/10/11,2023/10/10 15:25:02.484,2023/10/11 12:42:10.849,False,False,False,False,False,False,False,False,False,False,"",""
3536,"41","5299","Ｇ６－３ＢＨＰ","５０１","","九重","1",8:45:00,9:15:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3537,"12","5302","Ｇ６Ｌ－１４Ｐ","４０９","","８２５","4",10:30:00,11:15:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3538,"15","5302","６ＵＧ－１４Ｓ","５５６奥","","９２７","4",6:30:00,7:15:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3539,"14","5302","８Ｇ－８","ＣＲ１","","３１８前","4",13:00:00,14:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 13:51:02.034,False,False,False,False,False,False,True,True,True,False,"",""
3540,"13","5302","ＤＳ","５２３","","９２７","2",10:00:00,11:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3541,"29","5302","Ｇ8-14▲中止","S4","","９２７","5",14:00:00,15:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,True,False,False,False,False,"(10.8-18.6)","▲中止"
3542,"30","5302","G2-20P","S4","","Ｊﾖｺ①","4",15:00:00,16:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 16:30:00.849,False,False,False,False,False,False,True,True,True,False,"(13-23)800H×2","(ﾎｯﾊﾟｰ水平"
3543,"5","5302","8-18 UST","２０４","Ｅ２","２０４","4",8:00:00,9:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"(18.6m)","(定盤)"
3544,"1","5510","VB1S","L","","３２４奥","2",17:15:00,18:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 16:59:28.083,False,False,False,False,False,False,True,True,True,False,"(17.1-18.5)",""
3545,"21","5510","ひな段定盤（Ｌ）","Ｋ２","","Ｊ棟","3",11:30:00,12:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3546,"23","5510","Ｇ５Ｄ５Ｓ","Ｋ２","","５５６前","1",16:00:00,17:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 16:11:59.825,False,False,False,False,False,False,True,True,True,False,"(14.6-9.6)",""
3547,"25","5510","ＤＳ３１ＡＳＰＳ","Ｊﾖｺ②","","２８８","1",15:30:00,16:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 14:36:54.354,False,False,False,False,False,False,True,True,True,False,"",""
3548,"26","5510","ＴＬ３１","Ｊﾖｺ②","","９２７","1",18:30:00,19:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 17:29:36.052,False,False,False,False,False,False,True,True,True,False,"(走行)","(TOP海"
3549,"31","5510","GSU51AS","S4","","Ｐ７","2",16:00:00,17:15:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 17:56:45.990,False,False,False,False,False,False,True,True,True,False,"(12.5-15)ｽ×2",""
3550,"32","5510","SM31AＰ（ＰＬ）","２０８","Ｓ４","Ｋ海②","3",8:00:00,9:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3551,"33","5510","T2P","S2","","８２５","2",15:00:00,16:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 15:25:14.335,False,False,False,False,False,False,True,True,True,False,"(16.6-14.7)","(TOPﾒｲｼ"
3552,"34","5510","V2D31P","S2","","４０９","3",16:00:00,17:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 17:56:28.216,False,False,False,False,False,False,True,True,True,False,"(19.8-23.3)ﾋﾞｰﾑ×3","(受け図"
3553,"37","5510","ひな壇架台","ﾔｰﾄﾞ","","J棟","5",15:00:00,15:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,False,False,False,True,"L1台",""
3554,"38","5510","SM31FP(ＰＬ)","Ｋ前","Ｓ４","Ｋ海②","3",9:00:00,10:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3555,"40","5510","Ｔ２Ｓ","２８８","","８２５","2",14:15:00,15:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 14:29:52.814,False,False,False,False,False,False,True,True,True,False,"","(TOPﾒｲｼ"
3556,"42","5510","２Ｄ４１Ｐ","４０２","","Ｋ前","1",9:15:00,9:45:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3557,"43","5510","ＦＳ５１ＡＰＳ","南岸","Ｅ２","南岸","1",17:00:00,18:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 16:52:28.957,False,False,False,False,False,False,True,True,True,False,"(PS4枚)","(定盤)"
3558,"18","5509","ＣＳ４１ＦＰＳ","２０２(2条)","","９２７","2",18:00:00,18:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"(走行)",""
3559,"20","5509","ＨＣ１ＦＰＳ","Ｋ前","","９２７","3",10:00:00,10:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"(走行)",""
3560,"19","5509","ＨＣ１Ｇ","５３８","","９２７","3",18:00:00,18:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"(走行)",""
3561,"16","5509","Ｈ鋼","９２７片付け","","","3",6:30:00,7:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3562,"24","5509","ＧＳＵ３３ＰＳ","Ｊﾖｺ②","","２３０","1",9:45:00,10:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"",""
3563,"8","None","nan","","","","3",12:30:00,13:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,False,False,False,True,"",""
3564,"6","None","nan","","","","1",12:30:00,13:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,False,False,False,True,"",""
3565,"10","None","Ｎｏ５台車","使用禁止！！","","","5",8:00:00,9:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,False,False,False,False,"故障中！！",""
3566,"9","None","nan","","","","4",12:00:00,13:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,False,False,False,True,"",""
3567,"17","5302","ＡＰＧ－１","ＣＲ１","","九東","1",14:30:00,15:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 15:22:47.692,False,False,False,False,False,False,True,True,True,False,"ｽ×2","(受け図"
3568,"7","None","nan","","","","2",12:30:00,13:30:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,False,False,False,True,"",""
3569,"27","5299","１－６ＴＰ","Ｍﾖｺ山","","８４３","4",18:00:00,18:45:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 18:00:37.682,False,False,False,False,False,False,True,True,True,False,"",""
3570,"3","5299","2-12HP","M","","５５２前","4",17:15:00,18:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 18:03:17.822,False,False,False,False,False,False,True,True,True,False,"(25-12.3)","入10/19"
3571,"36","5299","5-149Ｐ（ＢＨ）","Ｅ２","","２０９前","2",11:00:00,12:00:00,2023/10/12,2023/10/11 16:03:50.330,2023/10/12 12:32:30.185,False,False,False,False,False,False,True,True,True,False,"(15.2-7.8)",""
